DateTime,ProdWorksOrder,PrimarCustType,Customer Category,AmbHum,AmbTemp,M1Rm1,M1Rm2,M1Rm3,M1Rm4,M1Rm5,M1Rm6,M1RmFeed,M1Z1Temp,M1Z2Temp,M1Amp,M1RPM,M1MatP,M1MatT,M1ExitTemp,M2Rm1,M2Rm2,M2Rm3,M2Rm4,M2RmFeed,M2Z1Temp,M2Z2Temp,M2Amp,M2RPM,M2MatP,M2MatT,M2ExitTemp,M3Rm1,M3Rm2,M3Rm3,M3Rm4,M3RmFeed,M3Z1Temp,M3Z2Temp,M3Amp,M3RPM,M3MatP,M3MatT,M3ExitTemp,S1Cot1,S1Cot2,S1Cot3,Tar8,OutcomeVal
06/03/2019 10:52,11,Distribution Center,Wholesale,17.24,23.53,11.54,200,963,247,8.5,,1202.57,72.1,72.4,49.37,10.48,430.5,76.5,75.1,12.59,236,601.11,257,225.95,69.26,69.06,73,13.89,242.33,69.1,59.9,9.02,186,421.16,200,222.18,77.8,78.5,354.74,13.99,259.89,65.4,65,99.3,110.1,80,0,100
06/03/2019 10:52,12,Distribution Center,Wholesale,17.24,23.53,11.54,200,963,247,9.8,,1248.62,72.1,72.5,49.51,10.48,437.53,76.5,75.1,12.59,236,601.11,257,223.89,69.18,69.08,73.25,13.91,247.47,69.2,60,9.02,186,421.16,200,223.85,77.8,78.5,348.07,13.54,260.32,65.4,65,100.1,109.5,80,0,
06/03/2019 10:52,13,Refrigerated Warehouse,Retail,17.24,23.53,11.54,200,963,247,53.1,0.9,1252.53,72.1,72.5,49.51,10.48,434.45,76.6,75.1,12.59,236,601.11,257,215.14,69.16,69.06,72.81,13.86,248.72,69.4,60,9.02,186,421.16,200,213.98,77.7,78.5,346.5,13.6,259.82,65.4,65,100.1,109.9,80,0,97
06/03/2019 10:52,14,Distribution Center,Wholesale,17.24,23.53,11.54,200,963,247,23.6,4.1,1246.91,72.1,72.5,49.91,10.52,442.15,76.6,75.1,12.59,236,601.11,257,214.8,69.16,69.06,72.81,13.87,243.2,69.4,60,9.02,186,421.16,200,217.4,77.7,78.5,335.43,13.4,259.22,65.4,65,100.1,109.9,80,0,
06/03/2019 10:52,15,Manufacturing/Industrial Plant,Retail,17.24,23.53,11.54,200,963,247,15.6,3.1,1119.22,72.1,72.5,49.64,10.48,431.37,76.6,75.1,12.59,236,601.11,257,224.29,69.16,69.2,73.06,13.92,241.73,69.2,60.1,9.02,186,421.16,200,224.23,77.7,78.5,342.55,13.7,259.08,65.5,65,100.3,109.7,80,0,
06/03/2019 10:52,16,Manufacturing/Industrial Plant,Retail,17.24,23.53,11.54,200,963,247,10.2,2.8,1103.32,72.1,72.5,50.18,10.52,423.65,76.6,75.1,12.59,236,601.11,257,218.9,69.09,69.25,73.13,13.92,245.47,69.5,60.1,9.02,186,421.16,200,220.64,77.7,78.6,340.95,13.89,258.93,65.5,65,100.3,113.4,80,0,
06/03/2019 10:52,17,Manufacturing/Industrial Plant,Retail,17.24,23.53,11.54,200,963,247,15.6,3.1,1179.7,72.1,72.5,49.64,10.52,433.64,76.7,75.1,12.59,236,601.11,257,213.82,69.07,69.41,72.94,13.91,247.28,69.3,60.1,9.02,186,421.16,200,209.89,77.7,78.6,345.78,13.68,258.8,65.5,65,100.3,110.5,80,0,
06/03/2019 10:52,18,Manufacturing/Industrial Plant,Retail,17.24,23.53,11.54,200,963,247,10.2,2.8,1222.09,72.1,72.5,49.24,10.52,436.02,76.7,75.1,12.59,236,601.11,257,203.5,69.09,69.43,72.88,13.89,246.45,69.5,60.2,9.02,186,421.16,200,189.03,77.7,78.6,342.48,13.73,258.25,65.5,65,102.7,110.3,80,0,
06/03/2019 10:52,19,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,69.9,,1241.96,72.1,72.5,48.97,10.48,435.75,76.7,75.1,12.59,236,601.11,257,220.19,69.09,69.59,73.19,13.91,245.15,69.4,60.2,9.02,186,421.16,200,224.36,77.6,78.6,355.21,13.72,258.28,65.5,65,102.7,109.9,80,20.59,
06/03/2019 10:52,20,Healthcare,Wholesale,17.24,23.53,11.54,200,963,247,161.4,,1242.83,72.1,72.5,49.24,10.48,422.7,76.7,75.1,12.59,236,601.11,257,220.45,69.09,69.62,72.88,13.92,243.52,69.6,60.2,9.02,186,421.16,200,224.91,77.6,78.6,336.28,13.86,258.26,65.5,65,102.7,110.1,80,20.59,100
06/03/2019 10:52,21,Office,Wholesale,17.24,23.53,11.54,200,963,247,0.6,,1241.780852,72.10010929,72.55000002,49.68437937,10.48154657,429.0676944,76.74999989,75.02464788,12.59,236,601.11,257,218.9692398,69.02700204,69.65614701,72.94009608,13.92443952,244.4730393,69.67910139,60.20065254,9.02,186,421.16,200,215.617445,77.60382202,78.59990937,328.4383374,13.71146157,257.8556073,65.50010607,65,102.1225941,110.1962303,80,19.93992217,100
06/03/2019 10:52,22,Multifamily Housing,Wholesale,17.24,23.53,11.54,200,963,247,102.4,,1244.29,72.1,72.6,49.91,10.48,436.11,76.8,75,12.59,236,601.11,257,215.89,68.98,69.7,73,13.91,246.58,69.6,60.2,9.02,186,421.16,200,201.36,77.6,78.6,334.9,13.6,257.48,65.5,65,101.5,110.3,80,20.59,100
06/03/2019 10:52,23,Office,Corporate,17.24,23.53,11.54,200,963,247,49,8.5,1249.3,72.1,72.6,49.64,10.48,426.24,76.8,75.1,12.59,236,601.11,257,210.81,69.01,69.72,72.69,13.87,247.28,69.5,60.2,9.02,186,421.16,200,188.47,77.6,78.6,347.03,13.82,257.52,65.5,65,101.5,110.7,80,20.67,94
06/03/2019 10:52,24,Multifamily Housing,Retail,17.24,23.53,11.54,200,963,247,70.5,5.3,1241.21,72.1,72.6,49.24,10.48,435.2,76.8,75,12.59,236,601.11,257,218.86,68.97,69.72,73,13.86,243.72,69.7,60.2,9.02,186,421.16,200,217.08,77.6,78.6,348.27,13.73,257.48,65.5,65,101.7,111.2,80,20.67,72
06/03/2019 10:52,25,Multifamily Housing,Corporate,17.24,23.53,11.54,200,963,247,81.2,3.5,1246.2,72.1,72.6,49.51,10.48,435.76,76.8,75,12.59,236,601.11,257,215.15,68.99,69.72,72.94,13.89,241.5,69.5,60.2,9.02,186,421.16,200,225.3,77.6,78.6,345.83,13.56,256.76,65.5,65,101.7,110.6,80,0,76
06/03/2019 10:52,26,Refrigerated Warehouse,Export,17.24,23.53,11.54,200,963,247,28.6,8.3,1245.59,72.2,72.6,50.32,10.52,440.6,76.9,75,12.59,236,601.11,257,214.27,68.97,69.69,72.81,13.93,245.17,69.7,60.2,9.02,186,421.16,200,221.4,77.7,78.5,351.24,13.66,256.76,65.6,65,101.7,110.2,80,0,90
06/03/2019 10:52,27,Office,Retail,17.24,23.53,11.54,200,963,247,91.5,17.7,1247.52,72.2,72.6,50.18,10.48,424.61,76.9,75,12.59,236,601.11,257,200.22,69.01,69.71,72.69,13.93,246.68,69.7,60.1,9.02,186,421.16,200,208.94,77.7,78.5,342.59,13.8,256.73,65.6,65,102.3,109.7,80,0,64
06/03/2019 10:52,28,Office,Corporate,17.24,23.53,11.54,200,963,247,68.6,12.2,1242.81,72.2,72.6,50.32,10.52,431.41,76.9,75,12.59,236,601.11,257,219.22,68.99,69.79,72.81,13.91,240.33,69.7,60.1,9.02,186,421.16,200,208.95,77.7,78.5,337.37,13.9,256.24,65.6,65,102.3,110.3,80,0,89
06/03/2019 10:53,29,Office,Corporate,17.24,23.53,11.54,200,963,247,50.6,11.1,1231.7,72.2,72.6,49.24,10.52,431.4,76.9,75.1,12.59,236,601.11,257,206.42,68.98,69.81,73.06,13.92,238.92,69.8,60.1,9.02,186,421.16,200,215.02,77.7,78.5,349.83,13.71,255.99,65.6,65,102.3,110.1,80,0,95
06/03/2019 10:53,30,Refrigerated Warehouse,Export,17.24,23.53,11.54,200,963,247,28.6,8.3,1247.27,72.2,72.6,48.84,10.52,436.16,76.9,75,12.59,236,601.11,257,210.14,68.94,69.8,72.94,13.87,244.25,69.7,60.1,9.02,186,421.16,200,202.03,77.7,78.4,344.01,13.53,255.62,65.6,65,102.2,110.3,80,0,90
06/03/2019 10:53,31,Refrigerated Warehouse,Export,17.24,23.53,11.54,200,963,247,28.6,8.3,1246.47,72.2,72.6,49.1,10.52,432.98,77,75,12.59,236,601.11,257,200.09,68.96,69.8,72.38,13.94,245.38,69.8,60.1,9.02,186,421.16,200,214,77.7,78.4,357.79,13.53,255.97,65.6,65,102.2,110.8,80,0,90
06/03/2019 10:53,32,Other,Contract,17.24,23.53,11.54,200,963,247,20,3.7,1244.92,72.2,72.6,49.37,10.45,438.68,77,75,12.59,236,601.11,257,237.01,68.98,69.92,72.75,13.9,241.25,69.8,60,9.02,186,421.16,200,205.43,77.7,78.4,333.32,13.6,255.37,65.6,65,102.2,110.6,80,0,
06/03/2019 10:53,33,Multifamily Housing,Corporate,17.24,23.53,11.54,200,963,247,129.7,9.5,1246.63,72.2,72.6,49.78,10.48,432.92,77,75,12.59,236,601.11,257,215.84,69,69.92,73,13.91,240.42,69.8,60,9.02,186,421.16,200,228.19,77.7,78.4,348.3,13.73,255.5,65.6,65,102.2,110.8,80,20.72,
06/03/2019 10:53,34,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,,,1247.38,72.2,72.6,49.64,10.52,423.69,77,75,12.59,236,601.11,257,215.36,69.01,69.92,73.25,13.94,241.98,69.9,60,9.02,186,421.16,200,222.6,77.8,78.3,337.9,13.8,255.18,65.6,65,102.2,110.4,80,20.72,
06/03/2019 10:53,35,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,13.2,3.8,1245.381787,72.20000011,72.62578197,49.38303911,10.54208627,422.0340796,77.02564794,75.0225937,12.59,236,601.11,257,211.0675469,69.0116604,69.92985171,73.26662272,13.92298979,242.9929977,69.94404313,60.01701219,9.02,186,421.16,200,212.9069631,77.84496605,78.25508719,333.2381973,13.82717992,254.9295489,65.58166706,65.00000273,102.2003303,110.0553303,80,19.1065791,100
06/03/2019 10:53,36,Other,Wholesale,17.24,23.53,11.54,200,963,247,161.4,28.7,1241.587658,72.20000021,72.67421803,49.10871583,10.54405308,428.0561887,77.07435206,75.06650695,12.59,236,601.11,257,198.8938312,69.00541608,69.94089066,73.04763369,13.86614683,243.293939,69.91685441,60.04433426,9.02,186,421.16,200,205.4710134,77.81855848,78.28165113,339.7890928,13.81555856,254.8415781,65.55512612,65.00000667,102.2008902,109.9612652,80,20.01603738,
06/03/2019 10:53,37,Other,Wholesale,17.24,23.53,11.54,200,963,247,118.9,27.7,1242.81,72.2,72.7,48.84,10.52,433.14,77.1,75.1,12.59,236,601.11,257,197.1,68.99,69.92,72.88,13.87,244.5,69.9,60,9.02,186,421.16,200,201.1,77.8,78.3,344.22,13.75,254.67,65.6,65,102.2,110.4,80,20.65,
06/03/2019 10:53,38,Other,Wholesale,17.24,23.53,11.54,200,963,247,149.6,26.4,1247.91,72.2,72.7,48.7,10.48,436.09,77.1,75.1,12.59,236,601.11,257,207.85,68.97,69.88,72.81,13.93,245.88,69.9,59.9,9.02,186,421.16,200,202.58,77.8,78.3,344.07,13.66,254.45,65.7,65,102.2,111.1,80,20.65,
06/03/2019 10:53,39,Other,Wholesale,17.24,23.53,11.54,200,963,247,16.8,4.1,1244.76,72.2,72.7,49.24,10.48,435.27,77.1,75,12.59,236,601.11,257,222.53,68.97,69.91,72.81,13.92,242.5,69.9,59.9,9.02,186,421.16,200,220.08,77.8,78.3,341.1,13.72,254.46,65.7,65,102.2,110.6,80,20.65,
06/03/2019 10:53,40,Other - Education,Export,17.24,23.53,11.54,200,963,247,68.7,11.1,1241.45,72.2,72.7,49.64,10.48,421.73,77.1,75,12.59,236,601.11,257,222.02,68.97,69.91,72.81,13.86,240.52,70,59.9,9.02,186,421.16,200,222.84,77.8,78.3,347.92,13.79,253.91,65.7,65,102.2,111,80,20.69,
06/03/2019 10:53,41,Multifamily Housing,Wholesale,17.24,23.53,11.54,200,963,247,,,1245.12,72.2,72.7,49.91,10.52,436.07,77.2,75,12.59,236,601.11,257,214.56,68.97,69.89,72.94,13.91,244.02,70,59.9,9.02,186,421.16,200,213.66,77.9,78.3,337.16,13.62,253.74,65.7,65,102.6,111.1,80,20.69,
06/03/2019 10:53,42,Office,Corporate,17.24,23.53,11.54,200,963,247,61.4,,1246.78,72.2,72.7,49.51,10.52,425.97,77.2,75,12.59,236,601.11,257,210.59,68.98,69.81,72.75,13.93,244.68,70.1,59.9,9.02,186,421.16,200,209.75,77.9,78.3,340.71,13.89,253.65,65.7,65,102.6,111,80,20.65,59
06/03/2019 10:53,43,Office,Corporate,17.24,23.53,11.54,200,963,247,64,,1252.28,72.2,72.7,48.84,10.52,435.19,77.2,75.1,12.59,236,601.11,257,224.84,69,69.81,72.81,13.91,239.48,70,59.9,9.02,186,421.16,200,220.37,77.9,78.3,336.53,13.6,254.35,65.7,65.1,102.6,111.3,80,20.65,52
06/03/2019 10:53,44,Multifamily Housing,Corporate,17.24,23.53,11.54,200,963,247,146.5,,1257.36,72.2,72.7,48.84,10.45,432.99,77.2,75.1,12.59,236,601.11,257,226.85,68.99,69.83,73,13.86,237.62,70.1,59.9,9.02,186,421.16,200,221.28,78,78.3,345.43,13.84,253.63,65.7,65.1,102.6,111.3,80,0,
06/03/2019 10:53,45,Multifamily Housing,Wholesale,17.24,23.53,11.54,200,963,247,100.5,,1243.74,72.3,72.7,49.64,10.48,439.3,77.2,75.1,12.59,236,601.11,257,212.85,68.96,69.81,72.69,13.86,242.38,70.2,59.9,9.02,186,421.16,200,214.99,78,78.3,353.4,13.79,253.01,65.7,65.1,102.6,111.8,80,0,
06/03/2019 10:53,46,Museum,Corporate,17.24,23.53,11.54,200,963,247,170.2,23.5,1249.4,72.3,72.7,49.37,10.48,421.63,77.3,75.1,12.59,236,601.11,257,225.65,68.98,69.77,72.56,13.92,244.02,70,60,9.02,186,421.16,200,212.59,78,78.3,346.5,13.78,253.64,65.7,65.1,102.6,111.3,80,0,
06/03/2019 10:53,47,Other - Entertainment/Public Assembly,Corporate,17.24,23.53,11.54,200,963,247,122.4,23.9,1207.77,72.3,72.7,49.37,10.52,431.12,77.3,75.1,12.59,236,601.11,257,216.81,69.01,69.83,72.69,13.89,238.57,70.2,60,9.02,186,421.16,200,203.06,78,78.3,350.62,13.78,252.89,65.7,65.1,103.1,111.6,80,20.65,
06/03/2019 10:53,48,Hotel,Corporate,17.24,23.53,11.54,200,963,247,119.2,9.8,1134.89,72.3,72.7,48.84,10.52,427.93,77.3,75.1,12.59,236,601.11,257,219.04,68.98,69.69,73.13,13.89,237.43,70.1,60.1,9.02,186,421.16,200,234.3,78.1,78.3,342.6,13.55,253.52,65.8,65.1,103.1,111.1,80,20.65,70
06/03/2019 10:53,49,Manufacturing/Industrial Plant,Wholesale,17.24,23.53,11.54,200,963,247,,,1246.27,72.3,72.7,48.97,10.48,433.71,77.3,75.1,12.59,236,601.11,257,199.11,68.98,69.72,72.75,13.94,240.87,70.3,60.1,9.02,186,421.16,200,214.71,78.1,78.3,334.36,13.53,252.85,65.8,65.1,103.1,111.5,80,20.65,
06/03/2019 10:53,50,Manufacturing/Industrial Plant,Export,17.24,23.53,11.54,200,963,247,21.1,,1246.37,72.3,72.7,48.7,10.45,430.82,77.4,75.1,12.59,236,601.11,257,194.29,68.97,69.72,72.38,13.93,243.37,70.4,60.1,9.02,186,421.16,200,194.2,78.1,78.3,345.07,13.62,252.4,65.8,65.1,103.4,111.8,80,20.72,
06/03/2019 10:53,51,Retail Store,Export,17.24,23.53,11.54,200,963,247,81.4,20.8,1247.26,72.3,72.7,49.1,10.52,439.28,77.4,75.1,12.59,236,601.11,257,230.32,68.97,69.71,72.63,13.9,242.82,70.1,60.2,9.02,186,421.16,200,196.54,78.1,78.3,341.41,13.47,252.13,65.8,65.1,103.4,111.6,80,20.72,30
06/03/2019 10:53,52,Manufacturing/Industrial Plant,Export,17.24,23.53,11.54,200,963,247,21.1,,1217.6,72.3,72.7,49.1,10.52,428.76,77.4,75.1,12.59,236,601.11,257,217.53,68.98,69.7,72.94,13.85,240.57,70.4,60.2,9.02,186,421.16,200,213.95,78.2,78.3,339.63,13.62,251.53,65.8,65.1,103.4,111.9,80,20.75,
06/03/2019 10:53,53,Hotel,Corporate,17.24,23.53,11.54,200,963,247,72.7,18.4,1222.42,72.3,72.7,49.1,10.52,421.37,77.4,75.1,12.59,236,601.11,257,214.58,68.99,69.71,73,13.94,238.87,70.2,60.2,9.02,186,421.16,200,227.33,78.2,78.3,343.45,13.7,252.1,65.8,65.1,102.9,111.3,80,20.75,59
06/03/2019 10:53,54,Retail Store,Export,17.24,23.53,11.54,200,963,247,38.9,9,1034.48,72.3,72.7,48.7,10.48,430.59,77.4,75.1,12.59,236,601.11,257,195.46,68.97,69.62,72.75,13.92,242.42,70.4,60.2,9.02,186,421.16,200,205.64,78.2,78.3,343.46,13.7,251.36,65.8,65.1,102.9,111.6,80,20.67,90
06/03/2019 10:53,55,Other - Education,Retail,17.24,23.53,11.54,200,963,247,208.9,22.7,1213.23,72.3,72.7,48.43,10.48,434.32,77.5,75.1,12.59,236,601.11,257,219.6,68.97,69.62,72.31,13.87,243.15,70.2,60.3,9.02,186,421.16,200,209.79,78.3,78.3,337.56,13.66,251.55,65.8,65.1,102.9,112,80,20.67,
06/03/2019 10:53,56,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,1.9,0.6,1224.42,72.3,72.6,48.3,10.48,433.69,77.5,75.1,12.59,236,601.11,257,214.54,68.97,69.54,72.81,13.85,238.98,70.3,60.3,9.02,186,421.16,200,194.23,78.3,78.3,344.52,13.66,251.34,65.8,65.1,103.3,111.8,80,20.67,100
06/03/2019 10:53,57,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,,,1246.69,72.3,72.6,48.57,10.52,420.96,77.5,75.1,12.59,236,601.11,257,220.74,68.97,69.47,72.69,13.86,237.52,70.5,60.3,9.02,186,421.16,200,213.96,78.3,78.3,341.7,13.69,250.92,65.8,65.1,103.3,111.8,80.1,20.62,
06/03/2019 10:53,58,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,,,1236.19,72.3,72.6,48.7,10.52,434.7,77.5,75.1,12.59,236,601.11,257,215.65,68.98,69.53,72.94,13.91,241.5,70.4,60.3,9.02,186,421.16,200,223.64,78.3,78.3,341.32,13.66,251.34,65.9,65.1,103.3,111.6,80,20.62,
06/03/2019 10:53,59,Multifamily Housing,Corporate,17.24,23.53,11.54,200,963,247,60.2,2.6,1241.22,72.4,72.6,47.62,10.52,423.68,77.5,75.1,12.59,236,601.11,257,204.6,68.94,69.47,72.5,13.89,242.77,70.5,60.3,9.02,186,421.16,200,209.95,78.3,78.3,344.92,13.62,250.8,65.9,65.1,103.3,111.7,80,20.65,97
06/03/2019 10:53,60,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,77.1,0.5,1231.75,72.4,72.6,47.76,10.48,432.14,77.6,75.1,12.59,236,601.11,257,218.34,69.01,69.44,72.75,13.92,236.4,70.4,60.3,9.02,186,421.16,200,212.46,78.4,78.3,337.63,13.75,250.85,65.9,65.1,103.3,111.4,80,20.65,88
06/03/2019 10:53,61,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,83,0.7,1242.61,72.4,72.6,47.89,10.48,431.37,77.6,75.1,12.59,236,601.11,257,213.13,68.98,69.42,72.94,13.87,235.62,70.5,60.3,9.02,186,421.16,200,206.63,78.4,78.3,334.67,13.67,251.33,65.9,65.1,103.3,111.6,80,20.65,91
06/03/2019 10:53,62,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,,0.4,1247.13,72.4,72.6,48.16,10.48,436.75,77.6,75.1,12.59,236,601.11,257,188.82,69,69.43,72.75,13.92,240.17,70.6,60.2,9.02,186,421.16,200,218.78,78.4,78.3,345.75,13.75,250.55,65.9,65.1,103.5,111.4,80,20.66,
06/03/2019 10:53,63,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,115.4,6.6,1242.94,72.4,72.6,48.7,10.48,420.54,77.6,75.1,12.59,236,601.11,257,182.02,68.97,69.43,72.63,13.93,241.78,70.5,60.2,9.02,186,421.16,200,179.45,78.4,78.3,350.67,13.63,251.25,65.9,65.1,103.5,111.9,80,20.66,4
06/03/2019 10:53,64,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,115.4,6.6,1234.27,72.4,72.6,47.76,10.48,425.71,77.6,75.1,12.59,236,601.11,257,210.02,69,69.32,72.81,13.91,238.9,70.6,60.2,9.02,186,421.16,200,219.28,78.5,78.3,344.48,13.76,250.56,65.9,65.1,103.5,112.4,80.1,20.7,4
06/03/2019 10:53,65,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,485.8,25.4,1140.22,72.4,72.6,47.36,10.52,425.94,77.7,75.1,12.59,236,601.11,257,225.28,68.97,69.3,73.06,13.91,237.78,70.6,60.1,9.02,186,421.16,200,205.21,78.5,78.3,346.55,13.73,250.54,65.9,65.1,103.6,111.3,80.1,20.7,
06/03/2019 10:53,66,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,116.9,,1244.96,72.4,72.6,47.22,10.52,431.37,77.7,75.1,12.59,236,601.11,257,220.66,68.95,69.33,73,13.91,238.43,70.6,60.1,9.02,186,421.16,200,215.67,78.5,78.3,339.42,13.63,250.56,65.9,65.1,103.6,111.9,80.1,20.67,39
06/03/2019 10:53,67,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,103.8,11.9,1245.84,72.4,72.5,48.03,10.52,427.87,77.7,75.1,12.59,236,601.11,257,202.1,69,69.3,72.44,13.85,241.47,70.6,60,9.02,186,421.16,200,208.8,78.5,78.3,335.87,13.66,250.35,65.9,65.1,103.6,111.5,80.1,20.67,
06/03/2019 10:53,68,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,122.9,,1247.38,72.4,72.5,48.16,10.48,435.19,77.7,75.1,12.59,236,601.11,257,210.61,68.95,69.22,72.63,13.92,242.3,70.7,60,9.02,186,421.16,200,210.48,78.5,78.3,342.44,13.78,250.6,66,65.1,103.6,112.1,80.1,20.67,32
06/03/2019 10:53,69,Multifamily Housing,Export,17.24,23.53,11.54,200,963,247,134.9,7.7,1247.74,72.4,72.5,48.43,10.48,427.19,77.7,75.1,12.59,236,601.11,257,220.01,68.97,69.2,72.63,13.87,239.38,70.6,59.9,9.02,186,421.16,200,220.19,78.6,78.3,343.75,13.56,250.56,66,65.1,103.6,111.7,80.1,20.7,1
06/03/2019 10:53,70,Distribution Center,Retail,17.24,23.53,11.54,200,963,247,13.8,4,1246.36,72.4,72.5,47.22,10.52,417.46,77.8,75.1,12.59,236,601.11,257,215.32,68.97,69.09,72.75,13.87,237.38,70.8,59.9,9.02,186,421.16,200,224.2,78.6,78.3,337.53,13.63,250.15,66,65.1,103.6,111.8,80.1,20.7,83
06/03/2019 10:53,71,College/University,Corporate,17.24,23.53,11.54,200,963,247,41.2,8,1171.1,72.4,72.5,46.95,10.52,428.26,77.8,75.1,12.59,236,601.11,257,212.48,68.97,69.06,72.69,13.89,240.73,70.6,59.9,9.02,186,421.16,200,212.58,78.6,78.3,343.91,13.82,250.54,66,65.1,103.7,112.3,80.1,20.7,
